Year,Locationabbr,Locationdesc,Topic,Question,Response,Data_value
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,82.4
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,19.7
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,80.3
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,22.5
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,77.5
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,26.6
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,73.4
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,45.8
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,54.2
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,68.0
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,32.0
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,73.2
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,26.8
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,62.9
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,37.1
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,82.3
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,17.7
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,76.5
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,23.5
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,78.5
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,21.5
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,65.9
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,34.1
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,59.7
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,40.3
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,58.3
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,41.7
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,67.8
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,32.2
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,62.9
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,37.1
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,73.3
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,26.7
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,79.5
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,50.6
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,49.4
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,64.0
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,36.0
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,70.4
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,29.6
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,82.2
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,17.8
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,46.8
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,53.2
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,51.0
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,49.0
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,61.3
2023,WV,West Virginia,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,38.7
